BracketEntryId,SemifinalWinner_East_West,SemifinalWinner_South_Midwest,NationalChampion
536242,North Carolina,Texas Tech,North Carolina
3140844,UConn,Purdue,UConn
1997019,UConn,Kentucky,Kentucky
614191,UConn,Purdue,UConn
426264,UConn,Tennessee,UConn
1501677,UConn,Houston,UConn
3324472,UConn,Houston,UConn
638565,UConn,Purdue,UConn
3212707,Arizona,Tennessee,Arizona
2832718,UConn,Houston,UConn
3536396,Baylor,Kentucky,Kentucky
416,UConn,Houston,UConn
2143015,North Carolina,Kentucky,North Carolina
2034730,UConn,Marquette,UConn
2540581,UConn,Purdue,UConn
672569,UConn,Houston,UConn
3268351,Alabama,Kentucky,Kentucky
3062798,UConn,Houston,UConn
2084206,Arizona,Marquette,Arizona
80033,UConn,Kansas,UConn
3249368,UConn,Tennessee,UConn
3223457,Clemson,Creighton,Creighton
1657864,UConn,Kentucky,UConn
2896994,UConn,Houston,UConn
1583469,Washington St.,Creighton,Creighton
3658631,UConn,Houston,UConn
625509,UConn,Houston,UConn
2219416,Iowa St.,Houston,Houston
2602853,North Carolina,Purdue,Purdue
1608949,North Carolina,Wisconsin,Wisconsin
1757493,UConn,McNeese,McNeese
3120471,Iowa St.,Houston,Iowa St.
1206743,UConn,Houston,UConn
1477230,UConn,Houston,UConn
3613539,North Carolina,Houston,North Carolina
3254737,Arizona,Houston,Houston
2336937,Auburn,Houston,Auburn
3362620,North Carolina,Tennessee,North Carolina
3075906,Arizona,Kentucky,Arizona
2610504,UConn,Houston,UConn
3280317,North Carolina,Houston,Houston
2799308,UConn,Houston,UConn
305403,UConn,Purdue,UConn
3017851,UConn,Purdue,UConn
2712507,UConn,Houston,UConn
3076937,UConn,Houston,UConn
294579,UConn,Kentucky,UConn
3265751,UConn,Tennessee,UConn
3306352,North Carolina,Purdue,North Carolina
41743,UConn,Tennessee,UConn
5937,UConn,Purdue,Purdue
3693508,UConn,Houston,UConn
356310,UConn,Houston,UConn
2685269,Arizona,Kentucky,Arizona
2236900,Alabama,Purdue,Purdue
2430741,Auburn,Kentucky,Kentucky
1131882,San Diego St.,Texas Tech,San Diego St.
946873,UConn,Houston,UConn
366086,UConn,Houston,UConn
1304105,UConn,Kentucky,UConn
3377644,UConn,Houston,UConn
198184,Iowa St.,Houston,Houston
3244820,UConn,Purdue,UConn
777001,BYU,Oakland,BYU
495814,North Carolina,Houston,North Carolina
560119,UConn,Houston,UConn
2868157,Illinois,Houston,Illinois
1421792,UConn,Houston,UConn
2960571,UConn,Houston,UConn
3072574,UConn,Marquette,UConn
869822,UConn,Houston,UConn
1792839,Iowa St.,Houston,Iowa St.
2107627,UConn,Houston,UConn
2053600,UConn,Houston,Houston
39736,Illinois,Purdue,Purdue
3323324,UConn,Kentucky,UConn
2199576,Arizona,Houston,Houston
2264732,UConn,Houston,UConn
528000,UConn,Houston,UConn
2087691,Arizona,Purdue,Purdue
1611822,Iowa St.,Houston,Houston
10956,UConn,Purdue,Purdue
1375040,UConn,Kentucky,UConn
303714,UConn,Kentucky,UConn
1436781,UConn,Marquette,UConn
1323556,Illinois,Purdue,Purdue
1711314,UConn,Purdue,UConn
2899891,UConn,Purdue,UConn
723177,Arizona,Houston,Houston
1382115,UConn,Purdue,UConn
2844164,North Carolina,Houston,Houston
3570033,UConn,Houston,UConn
2712981,North Carolina,Marquette,North Carolina
3040143,Iowa St.,Houston,Houston
3380640,UConn,Houston,UConn
1771415,Baylor,Creighton,Creighton
2214232,UConn,Purdue,Purdue
3470609,UConn,Duke,UConn
879964,UConn,Kentucky,UConn
994996,Auburn,Marquette,Auburn
3242772,UConn,Houston,UConn
852197,UConn,Houston,UConn
1569093,UConn,Kentucky,UConn
760676,Iowa St.,Texas,Iowa St.
2228279,UConn,Houston,UConn
16866,UConn,Houston,UConn
2200424,UConn,Purdue,UConn
1846938,Illinois,Houston,Houston
3499367,Iowa St.,Houston,Houston
3551056,Arizona,Kentucky,Arizona
3187639,Arizona,Houston,Houston
2867260,UConn,Houston,UConn
2865062,UConn,Kentucky,UConn
374575,Illinois,Houston,Houston
1330433,Iowa St.,Kentucky,Iowa St.
3031704,UConn,Houston,UConn
1462821,Baylor,Marquette,Marquette
209273,Alabama,Creighton,Creighton
3355336,Alabama,Creighton,Creighton
795028,Auburn,Kentucky,Kentucky
1192888,UConn,Purdue,UConn
574396,UConn,Kentucky,UConn
85020,North Carolina,Tennessee,North Carolina
1298652,UConn,Duke,UConn
331306,UConn,Kentucky,UConn
2333069,UConn,Houston,UConn
1397200,North Carolina,Tennessee,North Carolina
792106,UConn,Kentucky,UConn
2000716,UConn,Creighton,UConn
3450031,UConn,Houston,UConn
2017048,Iowa St.,Purdue,Purdue
410979,UConn,Marquette,UConn
2567536,Arizona,Purdue,Purdue
1905895,UConn,Marquette,UConn
3791697,UConn,Houston,UConn
3336006,Michigan St.,Houston,Houston
3600878,Arizona,Kentucky,Kentucky
3527344,UConn,Houston,UConn
1551727,UConn,Tennessee,UConn
1248155,Grand Canyon,Creighton,Creighton
3647907,UConn,Houston,UConn
2533006,San Diego St.,Houston,Houston
2296848,North Carolina,Utah St.,North Carolina
2528965,UConn,Purdue,UConn
3549594,Iowa St.,Houston,Houston
2488374,North Carolina,Tennessee,North Carolina
1928462,UConn,Houston,UConn
3117689,UConn,Kentucky,UConn
2001714,Grand Canyon,Tennessee,Tennessee
3103524,North Carolina,Houston,Houston
1861060,UConn,Creighton,UConn
3038666,Illinois,Marquette,Marquette
1853179,North Carolina,Purdue,Purdue
663180,Arizona,Tennessee,Arizona
723119,UConn,Marquette,UConn
2611401,Iowa St.,Kansas,Kansas
3623137,North Carolina,Houston,Houston
2861758,UConn,McNeese,McNeese
1504840,UConn,Houston,Houston
3594265,Alabama,Kentucky,Alabama
2746838,Alabama,Wisconsin,Wisconsin
2252725,North Carolina,Creighton,North Carolina
3497211,UConn,Houston,UConn
3407176,UConn,Houston,UConn
1942685,Arizona,Tennessee,Arizona
2244519,Auburn,Samford,Auburn
1878968,UConn,Houston,UConn
3370734,UConn,Marquette,UConn
1170804,UConn,Houston,UConn
2820908,UConn,Duke,UConn
3066294,North Carolina,Houston,Houston
2851066,Auburn,Purdue,Purdue
863916,Auburn,Purdue,Auburn
1625151,UConn,Purdue,UConn
1996002,UConn,Houston,UConn
1922879,Arizona,Houston,Houston
3440988,UConn,Houston,UConn
2412104,UConn,Houston,UConn
2523350,UConn,Marquette,UConn
638907,UConn,Purdue,UConn
3121859,UConn,Houston,UConn
3143759,UConn,Purdue,Purdue
2770382,UConn,Houston,UConn
2998280,UConn,Houston,UConn
3099869,Iowa St.,Gonzaga,Gonzaga
3118948,Auburn,Houston,Houston
3366792,Arizona,Purdue,Purdue
1479715,Auburn,Houston,Houston
541190,UConn,Kentucky,UConn
3677295,UConn,Houston,UConn
2308362,UConn,Houston,UConn
2850572,North Carolina,Houston,North Carolina
3067002,UConn,Houston,UConn
2420058,UConn,Tennessee,UConn
2887381,UConn,Kentucky,UConn
1062554,North Carolina,Houston,Houston
1509383,UConn,Houston,UConn
464583,North Carolina,Houston,Houston
1519197,North Carolina,Duke,North Carolina
2290541,UConn,Houston,UConn
3149376,UConn,Kentucky,UConn
3486082,UConn,Purdue,UConn
3796416,UConn,Houston,UConn
837723,UConn,Houston,UConn
2844211,UConn,Houston,UConn
1465657,UConn,Houston,UConn
2899874,UConn,Marquette,UConn
2224475,Auburn,Purdue,Auburn
1928614,Iowa St.,Kentucky,Kentucky
3404336,Iowa St.,Houston,Houston
1218556,Auburn,Marquette,Auburn
652576,North Carolina,Houston,Houston
2899406,UConn,Marquette,UConn
3131241,Arizona,Purdue,Arizona
3342869,Stetson,Longwood,Stetson
1929070,UConn,Houston,UConn
2563052,Arizona,Houston,Houston
2263654,UConn,Houston,UConn
1314447,UConn,Creighton,UConn
3504227,UConn,Duke,UConn
1069901,UConn,Kentucky,UConn
1476444,UConn,Houston,UConn
2638993,UConn,Purdue,UConn
1660049,UConn,Houston,UConn
2657213,Auburn,Tennessee,Tennessee
671867,UConn,Houston,UConn
596794,UConn,Tennessee,UConn
2191268,Arizona,Houston,Houston
3260703,UConn,Marquette,UConn
1517994,North Carolina,Marquette,North Carolina
1406423,UConn,Houston,UConn
3109706,North Carolina,Houston,Houston
588253,UConn,Houston,UConn
2957109,UConn,Houston,UConn
829832,UConn,Houston,UConn
521888,Auburn,Houston,Houston
515177,UConn,Houston,UConn
298595,UConn,Houston,Houston
2091961,North Carolina,Purdue,Purdue
1093935,UConn,Purdue,UConn
716754,UConn,Marquette,UConn
363038,UConn,Houston,UConn
2344438,UConn,Houston,UConn
784380,UConn,Tennessee,UConn
1273906,UConn,Kentucky,UConn
2538594,UConn,Purdue,UConn
2277310,UConn,Houston,UConn
1962675,Stetson,Duke,Duke
358786,UConn,Kentucky,UConn
1785761,Auburn,Houston,Auburn
3485187,Arizona,Houston,Houston
6380,UConn,Houston,UConn
1239979,North Carolina,Tennessee,North Carolina
288168,UConn,Houston,UConn
3430780,Iowa St.,Kentucky,Iowa St.
2251672,North Carolina,Houston,Houston
262364,UConn,Marquette,UConn
1725447,UConn,Houston,UConn
2682149,UConn,Houston,UConn
3143217,Illinois,Oakland,Oakland
295383,UConn,Houston,UConn
2851689,North Carolina,Kentucky,North Carolina
3588818,UConn,Kentucky,UConn
3088294,Iowa St.,Houston,Houston
2718281,UConn,Kentucky,UConn
1284893,Arizona,Houston,Houston
1839040,UConn,Kentucky,Kentucky
919342,Arizona,Tennessee,Arizona
2771434,UConn,Houston,UConn
2499400,UConn,Creighton,UConn
1138219,UConn,Purdue,Purdue
2091837,UConn,Duke,UConn
3263079,Iowa St.,Purdue,Purdue
511166,UConn,Houston,UConn
2570012,UConn,Houston,UConn
2171812,Iowa St.,Houston,Houston
314953,UConn,Houston,UConn
298788,UConn,Houston,UConn
486775,UConn,Purdue,UConn
1542937,UConn,Houston,UConn
2268522,UConn,Kentucky,UConn
3712154,UConn,Tennessee,UConn
3545352,UConn,Houston,UConn
3604094,UConn,Houston,UConn
1917693,North Carolina,Houston,Houston
1713239,North Carolina,Houston,Houston
2548241,North Carolina,Purdue,Purdue
582989,UConn,Purdue,UConn
3519723,UConn,Houston,UConn
2603360,Arizona,Houston,Houston
815645,Iowa St.,Houston,Houston
816217,UConn,Kentucky,Kentucky
2571442,Illinois,Houston,Houston
1729122,UConn,Houston,UConn
1502296,UConn,Houston,UConn
1427932,UConn,Purdue,UConn
584672,UConn,Kentucky,Kentucky
3585725,UConn,Kentucky,UConn
1450703,Iowa St.,Purdue,Purdue
541292,North Carolina,Houston,Houston
3122666,UConn,Houston,UConn
1924177,Iowa St.,Purdue,Purdue
725209,Arizona,Kentucky,Arizona
1952216,Iowa St.,Tennessee,Iowa St.
1191081,Arizona,Purdue,Purdue
999776,UConn,Duke,UConn
938963,Arizona,Tennessee,Arizona
913208,Iowa St.,Houston,Houston
1997900,Iowa St.,Kentucky,Kentucky
1225754,UConn,Kentucky,UConn
132507,UConn,Houston,UConn
3284377,North Carolina,Purdue,Purdue
2964455,North Carolina,Houston,Houston
1661872,UConn,Marquette,UConn
1398937,UConn,Kentucky,UConn
223519,UConn,Duke,UConn
548006,UConn,Purdue,UConn
1213241,UConn,Marquette,UConn
2716128,Iowa St.,Purdue,Purdue
1299701,UConn,Houston,UConn
1975321,UConn,Houston,UConn
3257493,UConn,Tennessee,UConn
2957144,UConn,Houston,UConn
386117,UConn,Purdue,UConn
2803979,Iowa St.,Houston,Houston
2444708,North Carolina,Kentucky,North Carolina
2594729,Auburn,Kentucky,Kentucky
2521138,Arizona,Kentucky,Arizona
1166543,North Carolina,Purdue,Purdue
1075783,South Dakota St.,Houston,Houston
2443029,North Carolina,Purdue,North Carolina
3333000,UConn,Houston,UConn
2181358,UConn,Houston,UConn
789467,North Carolina,Purdue,North Carolina
2011237,Iowa St.,Marquette,Iowa St.
2922475,UConn,Kentucky,UConn
1327269,Iowa St.,Houston,Houston
2907825,UConn,Kentucky,UConn
1029699,Auburn,Duke,Auburn
3324819,UConn,Houston,UConn
331777,UConn,Marquette,UConn
1756156,North Carolina,Houston,Houston
1936337,UConn,Kansas,UConn
3149180,Arizona,Houston,Houston
3599261,UConn,Purdue,UConn
3629471,Iowa St.,Houston,Houston
3019059,UConn,Houston,UConn
2393623,Arizona,Purdue,Purdue
2505373,UConn,Kentucky,UConn
3123933,UConn,Houston,UConn
2112961,UConn,Marquette,UConn
838206,Arizona,Purdue,Purdue
1960552,UConn,Houston,UConn
3040659,UConn,Houston,UConn
2857995,UConn,Houston,UConn
3164960,UConn,Houston,UConn
3092989,UConn,Kentucky,UConn
329199,UConn,Duke,UConn
3207469,North Carolina,Purdue,Purdue
1984613,UConn,Houston,UConn
2135730,UConn,Purdue,UConn
2217656,UConn,Purdue,UConn
141687,Arizona,Houston,Houston
989550,UConn,Marquette,UConn
311575,Alabama,Kentucky,Alabama
2491373,UConn,Houston,UConn
799874,North Carolina,Kentucky,North Carolina
3512816,Baylor,Colorado St.,Colorado St.
2128350,UConn,Duke,UConn
2977819,UConn,Houston,UConn
1271972,UConn,Kentucky,UConn
2353955,UConn,Purdue,UConn
1749268,UConn,Kentucky,UConn
3281329,UConn,Kentucky,UConn
964881,UConn,Creighton,Creighton
1795764,UConn,Marquette,UConn
282852,Arizona,Houston,Houston
2210549,Iowa St.,Houston,Houston
1396522,Dayton,Purdue,Purdue
2894451,UConn,Houston,UConn
2246701,UConn,Tennessee,UConn
1146912,Arizona,Kentucky,Arizona
3007945,UConn,Purdue,UConn
3538929,Iowa St.,Houston,Houston
3020693,UConn,Tennessee,UConn
1606839,Auburn,Kentucky,Kentucky
3328683,UConn,Duke,UConn
3563661,UConn,Marquette,UConn
2473681,UConn,Colorado St.,UConn
3477335,UConn,Purdue,Purdue
453192,UConn,Purdue,UConn
776701,Iowa St.,Kentucky,Kentucky
3758685,UConn,Kentucky,UConn
329730,UConn,Creighton,UConn
1500825,UConn,Houston,UConn
2300193,UConn,Houston,UConn
263851,UConn,Houston,UConn
691136,UConn,Creighton,Creighton
3043118,UConn,Purdue,UConn
201061,UConn,Houston,UConn
3405997,UConn,Duke,UConn
2255767,UConn,Houston,UConn
300276,Iowa St.,Purdue,Purdue
1568644,UConn,Houston,UConn
936185,UConn,Houston,UConn
260065,UConn,Houston,UConn
1760187,UConn,Nebraska,Nebraska
1969291,UConn,Purdue,Purdue
1542032,North Carolina,Duke,North Carolina
3013234,Arizona,Purdue,Purdue
1388689,UConn,Purdue,Purdue
1508245,Iowa St.,Purdue,Purdue
1650966,UConn,Tennessee,UConn
250279,UConn,Kentucky,UConn
1286470,Arizona,Purdue,Purdue
2988549,UConn,Purdue,UConn
2243067,UConn,Marquette,UConn
2148981,Arizona,Houston,Houston
1026423,North Carolina,Tennessee,North Carolina
2606079,UConn,Houston,UConn
1327894,UConn,Tennessee,UConn
369825,UConn,Houston,UConn
3423421,UConn,Purdue,UConn
1717905,North Carolina,Houston,Houston
3090493,UConn,Houston,UConn
49962,North Carolina,Houston,Houston
1818999,UConn,Houston,UConn
1811286,North Carolina,Purdue,Purdue
2830366,UConn,Houston,UConn
3670823,UConn,Gonzaga,Gonzaga
2931860,UConn,Houston,UConn
1494312,Iowa St.,Purdue,Purdue
2346213,Auburn,Houston,Houston
1702792,North Carolina,Kentucky,North Carolina
2160456,UConn,Houston,UConn
1440255,UConn,Tennessee,UConn
874605,Iowa St.,Purdue,Purdue
3155008,UConn,Houston,UConn
3501370,UConn,Houston,UConn
2439309,UConn,Kentucky,UConn
2693758,North Carolina,Purdue,Purdue
2147887,Auburn,Purdue,Purdue
793901,Iowa St.,Duke,Iowa St.
2260449,Iowa St.,Purdue,Purdue
3804624,North Carolina,Houston,Houston
2216518,Arizona,Houston,Houston
985784,UConn,Purdue,UConn
2199877,UConn,Houston,UConn
2564000,Iowa St.,Purdue,Purdue
1725128,North Carolina,Purdue,North Carolina
3444874,UConn,Houston,UConn
1902203,UConn,Purdue,UConn
2613426,UConn,Houston,UConn
1014851,UConn,Kentucky,UConn
3312368,North Carolina,Houston,Houston
2374297,North Carolina,Marquette,North Carolina
695578,UConn,Houston,Houston
795536,North Carolina,Duke,North Carolina
1350750,UConn,Houston,UConn
3334185,UConn,Kentucky,UConn
2530597,Arizona,Houston,Houston
2256124,Iowa St.,Houston,Houston
2702759,UConn,Houston,UConn
743181,Arizona,Gonzaga,Arizona
317032,UConn,Purdue,UConn
1625725,UConn,Kentucky,Kentucky
2797732,UConn,Kentucky,Kentucky
1403279,UConn,Purdue,UConn
1784917,UConn,Marquette,UConn
304810,North Carolina,Houston,Houston
2718606,UConn,Houston,UConn
2713811,UConn,Houston,UConn
250090,Illinois,Florida,Illinois
2390498,UConn,Houston,UConn
3145005,UConn,Kentucky,UConn
1577777,Iowa St.,Houston,Houston
632865,UConn,Houston,UConn
1815590,Arizona,Gonzaga,Arizona
3286352,UConn,Duke,UConn
1073924,Stetson,Longwood,Stetson
2346354,UConn,Purdue,UConn
2382639,UConn,Houston,UConn
3195584,Auburn,Kentucky,Kentucky
2951417,UConn,Houston,UConn
3533524,UConn,Houston,UConn
789002,UConn,Kentucky,UConn
1999548,Iowa St.,Purdue,Purdue
1142992,Arizona,Houston,Houston
1600353,North Carolina,Houston,Houston
1487619,UConn,Kentucky,UConn
497245,UConn,Marquette,UConn
1314032,North Carolina,Houston,North Carolina
3463961,North Carolina,Marquette,North Carolina
3209141,UConn,Houston,UConn
1241192,UConn,Purdue,UConn
3026108,UConn,Purdue,UConn
1101681,North Carolina,Houston,Houston
2207020,UConn,Kentucky,UConn
2311227,Illinois,Kentucky,Illinois
2712066,Iowa St.,Houston,Houston
113749,North Carolina,Houston,Houston
393258,UConn,Purdue,UConn
173116,UConn,Houston,UConn
1174789,UConn,Purdue,UConn
3088186,UConn,Kentucky,UConn
1186872,UConn,Houston,UConn
360844,Arizona,Houston,Arizona
1534683,UConn,Houston,UConn
2327725,UConn,Houston,UConn
2617855,UConn,Purdue,UConn
3430524,North Carolina,Tennessee,North Carolina
3587599,Arizona,McNeese,Arizona
3822105,Alabama,Tennessee,Alabama
3108507,UConn,Purdue,UConn
831729,UConn,Kentucky,UConn
5075,UConn,Kentucky,UConn
3317602,North Carolina,Houston,North Carolina
3081540,Auburn,Kentucky,Auburn
727404,UConn,Houston,UConn
3248686,North Carolina,Kentucky,North Carolina
3514168,UConn,Houston,UConn
2883352,FAU,Saint Peter's,Saint Peter's
3587707,UConn,Houston,UConn
329915,UConn,Houston,UConn
1776416,UConn,Purdue,UConn
2949337,UConn,Purdue,UConn
1527562,UConn,Houston,UConn
2868511,UConn,Houston,UConn
1939547,Auburn,Houston,Houston
891106,North Carolina,Purdue,Purdue
2612158,UConn,Tennessee,UConn
2520187,Iowa St.,Houston,Houston
2314164,North Carolina,Kentucky,North Carolina
856633,UConn,Purdue,UConn
758896,UConn,Houston,UConn
1096429,Arizona,Purdue,Purdue
3060888,North Carolina,Kentucky,North Carolina
1132305,Auburn,Purdue,Purdue
3405722,UConn,Houston,UConn
621398,UConn,Houston,UConn
2007075,UConn,Marquette,UConn
2731154,UConn,Houston,UConn
798565,UConn,Kentucky,Kentucky
484005,Auburn,Kentucky,Kentucky
3094210,Alabama,Marquette,Marquette
2778764,Iowa St.,Tennessee,Iowa St.
3107536,North Carolina,Kentucky,North Carolina
1121289,UConn,Houston,Houston
1514964,Colgate,Texas A&M,Texas A&M
2824867,North Carolina,Houston,Houston
673495,North Carolina,Marquette,North Carolina
3176896,UConn,Houston,UConn
824951,UConn,Purdue,UConn
1165860,UConn,Houston,UConn
2657926,Iowa St.,Purdue,Purdue
349672,UConn,Purdue,UConn
422487,Auburn,Duke,Auburn
2334866,UConn,Houston,UConn
3339062,Illinois,Purdue,Purdue
2654019,UConn,Purdue,UConn
2949149,Illinois,Purdue,Purdue
1817527,North Carolina,Purdue,North Carolina
211877,North Carolina,Purdue,Purdue
303022,North Carolina,Marquette,North Carolina
324312,Iowa St.,Kentucky,Kentucky
1527897,UConn,Purdue,UConn
1169222,North Carolina,Purdue,North Carolina
2066108,UConn,Houston,UConn
2668386,UConn,Gonzaga,UConn
156502,UConn,Houston,UConn
127859,UConn,Houston,UConn
3549942,Arizona,Kansas,Arizona
3416792,Arizona,Houston,Houston
2238879,UConn,Purdue,UConn
2876029,Iowa St.,Purdue,Purdue
3723827,UConn,Creighton,UConn
3456207,Arizona,Houston,Houston
3064849,UConn,Creighton,UConn
2708725,UConn,Kentucky,UConn
1439865,North Carolina,Houston,North Carolina
387666,UConn,Marquette,UConn
3394386,North Carolina,Purdue,North Carolina
2996351,UConn,Houston,UConn
600798,UConn,Houston,UConn
3326170,UConn,Houston,UConn
2294703,Iowa St.,Kentucky,Iowa St.
3552727,North Carolina,Houston,Houston
3401427,UConn,Houston,UConn
203423,UConn,Houston,UConn
1919089,UConn,Kentucky,UConn
3518447,Arizona,Kentucky,Arizona
1861992,UConn,Purdue,UConn
2452173,UConn,Purdue,UConn
3556371,Iowa St.,Nebraska,Nebraska
2841745,UConn,Kentucky,Kentucky
3408778,Auburn,Houston,Houston
1755590,Baylor,Tennessee,Tennessee
2318595,North Carolina,Houston,North Carolina
3019606,UConn,Purdue,UConn
3369648,UConn,Houston,UConn
3592822,UConn,Houston,UConn
332365,UConn,Marquette,UConn
492679,UConn,Houston,UConn
1482566,UConn,Houston,UConn
3219604,UConn,Kentucky,Kentucky
343573,UConn,Houston,UConn
1180644,UConn,Houston,UConn
2744335,UConn,Houston,UConn
991309,North Carolina,Purdue,Purdue
2259081,UConn,Creighton,UConn
2935997,Stetson,Longwood,Stetson
2455644,UConn,Houston,UConn
3360140,Arizona,Houston,Houston
632498,UConn,Purdue,UConn
528216,Arizona,Houston,Houston
3063280,UConn,Purdue,UConn
281048,North Carolina,Gonzaga,North Carolina
1273205,UConn,Houston,UConn
1287883,UConn,Kentucky,UConn
3121111,Arizona,Houston,Houston
3230613,UConn,Tennessee,UConn
3178916,UConn,Houston,UConn
103894,Arizona,Houston,Houston
3089545,Iowa St.,Houston,Houston
3245105,UConn,Houston,UConn
990147,UConn,Kentucky,UConn
3081716,Auburn,Houston,Houston
343456,UConn,Purdue,UConn
2781424,Arizona,Houston,Houston
2498087,UConn,Houston,UConn
1852873,Iowa St.,Purdue,Purdue
2944276,UConn,Houston,UConn
351534,Arizona,Houston,Houston
975619,UConn,Purdue,UConn
1445666,UConn,Kentucky,UConn
3091217,UConn,Houston,UConn
1323848,UConn,Purdue,UConn
296002,Arizona,Houston,Houston
190148,Michigan St.,Houston,Houston
3277687,Auburn,Houston,Houston
255667,UConn,Kentucky,UConn
2742010,UConn,Houston,UConn
3538326,Iowa St.,Houston,Iowa St.
2163038,Arizona,Gonzaga,Arizona
2895258,UConn,Houston,UConn
743480,UConn,Houston,UConn
1248517,Arizona,Kentucky,Arizona
497889,Iowa St.,Houston,Houston
1243394,Auburn,Kentucky,Kentucky
1359089,UConn,Houston,UConn
757106,UConn,Houston,UConn
435818,UConn,Duke,UConn
2750876,UConn,Houston,UConn
2646967,UConn,Houston,UConn
2066655,UConn,Houston,UConn
2809738,North Carolina,Houston,North Carolina
318301,UConn,Tennessee,UConn
1959574,UConn,Creighton,UConn
1309826,UConn,Houston,UConn
1007450,Iowa St.,Houston,Iowa St.
1234186,UConn,Marquette,UConn
382773,UConn,Purdue,UConn
2170815,North Carolina,Houston,North Carolina
2162510,UConn,Houston,UConn
3110876,Dayton,Purdue,Purdue
810478,UConn,Houston,UConn
3505424,UConn,Houston,UConn
3066975,UConn,Purdue,UConn
1647378,Iowa St.,Purdue,Purdue
3484654,Iowa St.,Duke,Iowa St.
1412732,UConn,Purdue,UConn
1322840,UConn,Purdue,UConn
2659275,UConn,Tennessee,UConn
2786583,UConn,NC State,UConn
3490229,UConn,Kentucky,UConn
1820095,North Carolina,Tennessee,North Carolina
1941223,UConn,Kentucky,UConn
1355013,UConn,Houston,UConn
3306152,UConn,Houston,UConn
2973860,Iowa St.,Houston,Houston
3209184,North Carolina,Tennessee,North Carolina
2904404,UConn,Purdue,UConn
800424,Iowa St.,Purdue,Purdue
3635144,UConn,Purdue,UConn
1796752,Stetson,Longwood,Stetson
2090260,North Carolina,Houston,North Carolina
3624022,Arizona,Purdue,Purdue
2148120,UConn,McNeese,UConn
205410,UConn,Houston,UConn
2096767,UConn,Purdue,UConn
2724299,Iowa St.,Tennessee,Iowa St.
3550924,North Carolina,Purdue,Purdue
140008,UConn,Houston,UConn
746,UConn,Kentucky,UConn
271931,North Carolina,Houston,Houston
3679289,UConn,Purdue,UConn
3293672,UConn,Purdue,UConn
324739,UConn,Purdue,UConn
2998423,UConn,Tennessee,UConn
637902,North Carolina,Kentucky,North Carolina
1601998,Iowa St.,Kentucky,Iowa St.
496477,North Carolina,Kentucky,North Carolina
390941,UConn,Purdue,UConn
2183238,UConn,Houston,UConn
685130,UConn,Kentucky,UConn
614425,UConn,Houston,UConn
3120823,North Carolina,Kentucky,North Carolina
3210864,UConn,Purdue,UConn
829377,UConn,Tennessee,UConn
844815,Illinois,Creighton,Illinois
432670,UConn,Houston,UConn
376417,Arizona,Houston,Houston
2638189,UConn,Kentucky,UConn
1542399,UConn,Purdue,UConn
2946757,Iowa St.,Tennessee,Iowa St.
2242623,UConn,Purdue,UConn
3273434,UConn,Kentucky,Kentucky
705394,UConn,Tennessee,UConn
2689368,UConn,Marquette,UConn
3460302,UConn,Purdue,UConn
1910015,Arizona,Kentucky,Arizona
1508853,UConn,Houston,UConn
3092103,North Carolina,Purdue,Purdue
2814348,Alabama,Purdue,Purdue
3174931,UConn,Purdue,UConn
441394,UConn,Houston,UConn
3242166,North Carolina,Purdue,Purdue
1843028,Arizona,Purdue,Purdue
2929068,North Carolina,Houston,North Carolina
2068650,UConn,Houston,UConn
669813,UConn,Houston,UConn
1766329,UConn,Purdue,UConn
3098777,North Carolina,Purdue,Purdue
1454542,UConn,Houston,UConn
2337206,Arizona,Purdue,Purdue
954965,Baylor,Marquette,Marquette
1850507,North Carolina,Tennessee,North Carolina
2752735,UConn,Creighton,UConn
859574,UConn,Tennessee,UConn
1974862,UConn,Houston,UConn
1842407,UConn,Houston,UConn
2130027,UConn,Houston,UConn
2047681,North Carolina,Marquette,North Carolina
1548806,UConn,Purdue,Purdue
2306237,Arizona,Houston,Houston
2074242,North Carolina,Creighton,North Carolina
3272710,Iowa St.,Kentucky,Iowa St.
1013380,UConn,Purdue,UConn
2466807,Arizona,Houston,Houston
1767987,UConn,Purdue,UConn
685605,UConn,Wisconsin,UConn
3561847,Michigan St.,Tennessee,Michigan St.
2712918,Auburn,Houston,Houston
3578492,Arizona,Purdue,Purdue
1218031,UConn,Houston,UConn
277621,UConn,Tennessee,UConn
3346079,Arizona,Kentucky,Arizona
3640784,Iowa St.,Tennessee,Tennessee
2693188,UConn,Kentucky,UConn
320642,Iowa St.,Houston,Houston
3391101,UConn,Kentucky,UConn
1178014,UConn,Houston,UConn
3564350,North Carolina,Houston,North Carolina
3361915,UConn,Purdue,UConn
3543372,UConn,Houston,UConn
2052393,UConn,Marquette,UConn
2723910,North Carolina,Marquette,North Carolina
3439425,UConn,Creighton,UConn
1511045,North Carolina,Purdue,Purdue
3084900,Arizona,Marquette,Arizona
2878495,UConn,Houston,UConn
2523344,Arizona,Houston,Houston
2379510,UConn,Houston,UConn
2418440,UConn,Houston,UConn
2615192,UConn,Duke,UConn
2295795,UConn,Houston,UConn
2218315,UConn,Houston,UConn
844735,Alabama,Nebraska,Nebraska
499023,UConn,Houston,UConn
3473738,UConn,Kentucky,UConn
160480,UConn,Houston,UConn
668061,UConn,Houston,UConn
3378044,UConn,Houston,UConn
2284970,UConn,Tennessee,UConn
2979893,UConn,Houston,UConn
439487,UConn,Houston,UConn
